@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute outputs-1 {0,1,2}

@data
504,'2018/04/02 10:01:50:266',1,171.552124,1
505,'2018/04/02 10:01:50:297',1,170.726273,1
506,'2018/04/02 10:01:50:328',1,170.476089,1
507,'2018/04/02 10:01:50:359',1,170.243317,1
508,'2018/04/02 10:01:50:391',1,170.209259,1
509,'2018/04/02 10:01:50:426',1,169.988708,1
510,'2018/04/02 10:01:50:455',1,169.741089,1
511,'2018/04/02 10:01:50:488',1,170.082565,1
512,'2018/04/02 10:01:50:523',1,167.577469,1
513,'2018/04/02 10:01:50:568',1,169.276062,1
514,'2018/04/02 10:01:50:600',1,169.445145,1
515,'2018/04/02 10:01:50:631',1,168.698425,1
516,'2018/04/02 10:01:50:667',1,160.884186,1
517,'2018/04/02 10:01:50:700',1,164.80542,1
518,'2018/04/02 10:01:50:733',1,167.13826,1
519,'2018/04/02 10:01:50:765',1,167.91893,1
520,'2018/04/02 10:01:50:795',1,168.066132,1
521,'2018/04/02 10:01:50:825',1,167.699203,1
522,'2018/04/02 10:01:50:859',1,167.486481,1
523,'2018/04/02 10:01:50:888',1,168.481918,1
524,'2018/04/02 10:01:50:937',1,170.29834,1
525,'2018/04/02 10:01:50:972',1,170.23378,1
526,'2018/04/02 10:01:51:003',1,170.389648,1
527,'2018/04/02 10:01:51:036',1,171.096756,1
528,'2018/04/02 10:01:51:069',1,170.5289,1
529,'2018/04/02 10:01:51:100',1,170.297928,1
530,'2018/04/02 10:01:51:133',1,171.586029,1
531,'2018/04/02 10:01:51:166',1,172.270309,1
532,'2018/04/02 10:01:51:197',1,171.912277,1
533,'2018/04/02 10:01:51:226',1,172.387054,1
534,'2018/04/02 10:01:51:259',1,171.586563,1
535,'2018/04/02 10:01:51:291',1,171.289581,1
536,'2018/04/02 10:01:51:339',1,171.593201,1
537,'2018/04/02 10:01:51:372',1,171.683228,1
538,'2018/04/02 10:01:51:402',1,171.253372,1
539,'2018/04/02 10:01:51:435',1,170.684128,1
540,'2018/04/02 10:01:51:469',1,170.074249,1
541,'2018/04/02 10:01:51:499',1,170.474594,1
542,'2018/04/02 10:01:51:533',1,169.257538,1
543,'2018/04/02 10:01:51:564',1,168.375671,1
544,'2018/04/02 10:01:51:593',1,168.134018,1
545,'2018/04/02 10:01:51:626',1,167.967514,1
546,'2018/04/02 10:01:51:658',1,166.934296,1
547,'2018/04/02 10:01:51:690',1,165.431732,1
548,'2018/04/02 10:01:51:737',1,165.786819,1
549,'2018/04/02 10:01:51:770',1,165.046326,1
550,'2018/04/02 10:01:51:803',1,165.365448,1
551,'2018/04/02 10:01:51:832',1,163.816971,1
552,'2018/04/02 10:01:51:865',1,164.484924,1
553,'2018/04/02 10:01:51:897',1,163.437881,1
554,'2018/04/02 10:01:51:928',1,162.497604,1
555,'2018/04/02 10:01:51:959',1,163.192749,1
556,'2018/04/02 10:01:51:990',1,161.575104,1
557,'2018/04/02 10:01:52:023',1,161.870209,1
558,'2018/04/02 10:01:52:055',1,162.84761,1
559,'2018/04/02 10:01:52:088',1,163.199173,1
560,'2018/04/02 10:01:52:135',1,163.743195,1
561,'2018/04/02 10:01:52:169',1,163.741898,1
562,'2018/04/02 10:01:52:200',1,164.373795,1
563,'2018/04/02 10:01:52:232',1,166.273865,1
564,'2018/04/02 10:01:52:263',1,167.914276,1
565,'2018/04/02 10:01:52:295',1,168.16394,1
566,'2018/04/02 10:01:52:327',1,169.480194,1
567,'2018/04/02 10:01:52:359',1,171.265244,1
568,'2018/04/02 10:01:52:391',1,174.067917,1
569,'2018/04/02 10:01:52:424',1,175.79715,1
570,'2018/04/02 10:01:52:455',1,178.038834,1
571,'2018/04/02 10:01:52:503',1,179.769958,1
572,'2018/04/02 10:01:52:535',1,177.981277,1
573,'2018/04/02 10:01:52:568',1,176.73259,1
574,'2018/04/02 10:01:52:600',1,175.302292,1
575,'2018/04/02 10:01:52:632',1,173.818817,1
576,'2018/04/02 10:01:52:666',1,173.792084,1
577,'2018/04/02 10:01:52:695',1,173.968002,1
578,'2018/04/02 10:01:52:727',1,173.482773,1
579,'2018/04/02 10:01:52:759',1,172.908066,1
580,'2018/04/02 10:01:52:791',1,172.958405,1
581,'2018/04/02 10:01:52:823',1,173.941559,1
582,'2018/04/02 10:01:52:856',1,175.163559,1
583,'2018/04/02 10:01:52:903',1,176.794846,1
584,'2018/04/02 10:01:52:935',1,177.53511,1
585,'2018/04/02 10:01:52:969',1,178.437286,1
586,'2018/04/02 10:01:53:000',1,179.887238,1
587,'2018/04/02 10:01:53:033',1,178.351761,1
588,'2018/04/02 10:01:53:065',1,177.442276,1
589,'2018/04/02 10:01:53:095',1,179.785065,1
590,'2018/04/02 10:01:53:127',1,178.913132,1
591,'2018/04/02 10:01:53:160',1,179.409775,1
592,'2018/04/02 10:01:53:190',1,179.499847,1
593,'2018/04/02 10:01:53:223',1,179.047165,1
594,'2018/04/02 10:01:53:256',1,177.046997,1
595,'2018/04/02 10:01:53:303',1,176.659576,1
596,'2018/04/02 10:01:53:335',1,176.38649,1
597,'2018/04/02 10:01:53:369',1,176.477524,1
598,'2018/04/02 10:01:53:400',1,176.90213,1
599,'2018/04/02 10:01:53:433',1,177.483658,1
600,'2018/04/02 10:01:53:464',1,176.602951,1
601,'2018/04/02 10:01:53:495',1,176.502884,1
602,'2018/04/02 10:01:53:530',1,176.589554,1
603,'2018/04/02 10:01:53:560',1,176.774033,1
604,'2018/04/02 10:01:53:591',1,177.176331,1
605,'2018/04/02 10:01:53:624',1,177.731201,1
606,'2018/04/02 10:01:53:675',1,177.498199,1
607,'2018/04/02 10:01:53:704',1,177.821564,1
608,'2018/04/02 10:01:53:735',1,178.262161,1
609,'2018/04/02 10:01:53:770',1,178.415329,1
610,'2018/04/02 10:01:53:800',1,178.587845,1
611,'2018/04/02 10:01:53:835',1,178.472855,1
612,'2018/04/02 10:01:53:865',1,177.757156,1
613,'2018/04/02 10:01:53:895',1,177.463562,1
614,'2018/04/02 10:01:53:927',1,178.252808,1
615,'2018/04/02 10:01:53:960',1,178.810043,1
616,'2018/04/02 10:01:53:992',1,179.64856,1
617,'2018/04/02 10:01:54:024',1,179.317505,1
618,'2018/04/02 10:01:54:071',1,178.782684,1
619,'2018/04/02 10:01:54:105',1,177.51297,1
620,'2018/04/02 10:01:54:135',1,177.328537,1
621,'2018/04/02 10:01:54:169',1,175.587173,1
622,'2018/04/02 10:01:54:200',1,173.928619,1
623,'2018/04/02 10:01:54:233',1,172.891556,1
624,'2018/04/02 10:01:54:266',1,171.969666,1
625,'2018/04/02 10:01:54:296',1,170.905365,1
626,'2018/04/02 10:01:54:327',1,168.424179,1
627,'2018/04/02 10:01:54:359',1,165.468048,1
628,'2018/04/02 10:01:54:392',1,163.698563,1
629,'2018/04/02 10:01:54:425',1,160.419174,1
630,'2018/04/02 10:01:54:471',1,158.219772,1
631,'2018/04/02 10:01:54:503',1,156.450745,1
632,'2018/04/02 10:01:54:536',1,154.22847,1
633,'2018/04/02 10:01:54:568',1,151.489044,1
634,'2018/04/02 10:01:54:600',1,149.953583,1
635,'2018/04/02 10:01:54:633',1,149.51445,1
636,'2018/04/02 10:01:54:665',1,149.031723,1
637,'2018/04/02 10:01:54:695',1,148.144775,1
638,'2018/04/02 10:01:54:727',1,149.075485,1
639,'2018/04/02 10:01:54:760',1,150.594299,1
640,'2018/04/02 10:01:54:791',1,152.357574,1
641,'2018/04/02 10:01:54:839',1,154.172256,1
642,'2018/04/02 10:01:54:872',1,155.557999,1
643,'2018/04/02 10:01:54:905',1,156.756989,1
644,'2018/04/02 10:01:54:936',1,157.359634,1
645,'2018/04/02 10:01:54:968',1,157.492645,1
646,'2018/04/02 10:01:55:000',1,157.357803,1
647,'2018/04/02 10:01:55:033',1,157.140076,1
648,'2018/04/02 10:01:55:067',1,157.607315,1
649,'2018/04/02 10:01:55:097',1,158.739502,1
650,'2018/04/02 10:01:55:128',1,158.797455,1
651,'2018/04/02 10:01:55:159',1,158.776031,1
652,'2018/04/02 10:01:55:191',1,158.852203,1
653,'2018/04/02 10:01:55:239',1,157.916977,1
654,'2018/04/02 10:01:55:272',1,158.105011,1
655,'2018/04/02 10:01:55:304',1,158.07341,1
656,'2018/04/02 10:01:55:336',1,157.822983,1
657,'2018/04/02 10:01:55:370',1,157.89592,1
658,'2018/04/02 10:01:55:403',1,157.41423,1
659,'2018/04/02 10:01:55:434',1,157.383286,1
660,'2018/04/02 10:01:55:469',1,158.028915,1
661,'2018/04/02 10:01:55:499',1,156.474045,1
662,'2018/04/02 10:01:55:526',1,156.437729,1
663,'2018/04/02 10:01:55:558',1,157.409531,1
664,'2018/04/02 10:01:55:591',1,157.227737,1
665,'2018/04/02 10:01:55:638',1,157.376587,1
666,'2018/04/02 10:01:55:672',1,158.093796,1
667,'2018/04/02 10:01:55:703',1,158.474869,1
668,'2018/04/02 10:01:55:736',1,159.214371,1
669,'2018/04/02 10:01:55:768',1,158.777985,1
670,'2018/04/02 10:01:55:800',1,154.605484,1
671,'2018/04/02 10:01:55:831',1,150.042343,1
672,'2018/04/02 10:01:55:863',1,147.624329,1
673,'2018/04/02 10:01:55:895',1,147.560226,1
674,'2018/04/02 10:01:55:927',1,148.451797,1
675,'2018/04/02 10:01:55:959',1,148.189575,1
676,'2018/04/02 10:01:55:991',1,148.141907,1
677,'2018/04/02 10:01:56:039',1,148.510635,1
678,'2018/04/02 10:01:56:072',1,148.588318,1
679,'2018/04/02 10:01:56:103',1,149.984833,1
680,'2018/04/02 10:01:56:136',1,150.170715,1
681,'2018/04/02 10:01:56:168',1,150.884232,1
682,'2018/04/02 10:01:56:200',1,151.777771,1
683,'2018/04/02 10:01:56:230',1,151.07576,1
684,'2018/04/02 10:01:56:264',1,151.216232,1
685,'2018/04/02 10:01:56:295',1,151.796326,1
686,'2018/04/02 10:01:56:327',1,152.275711,1
687,'2018/04/02 10:01:56:358',1,152.933289,1
688,'2018/04/02 10:01:56:406',1,155.087494,1
689,'2018/04/02 10:01:56:440',1,154.760635,1
690,'2018/04/02 10:01:56:471',1,156.427246,1
691,'2018/04/02 10:01:56:504',1,157.641693,1
692,'2018/04/02 10:01:56:537',1,158.971649,1
693,'2018/04/02 10:01:56:572',1,159.798676,1
694,'2018/04/02 10:01:56:601',1,159.240265,1
695,'2018/04/02 10:01:56:631',1,158.867096,1
696,'2018/04/02 10:01:56:663',1,158.884949,1
697,'2018/04/02 10:01:56:695',1,158.042404,1
698,'2018/04/02 10:01:56:728',1,157.863754,1
699,'2018/04/02 10:01:56:759',1,157.190842,1
700,'2018/04/02 10:01:56:808',1,156.466904,1
701,'2018/04/02 10:01:56:841',1,155.144028,1
702,'2018/04/02 10:01:56:872',1,154.517639,1
703,'2018/04/02 10:01:56:904',1,153.668915,1
704,'2018/04/02 10:01:56:937',1,152.487061,1
705,'2018/04/02 10:01:56:969',1,150.698792,1
706,'2018/04/02 10:01:57:001',1,149.610626,1
707,'2018/04/02 10:01:57:032',1,148.496048,1
708,'2018/04/02 10:01:57:065',1,148.762817,1
709,'2018/04/02 10:01:57:095',1,149.138763,1
710,'2018/04/02 10:01:57:128',1,150.877716,1
711,'2018/04/02 10:01:57:160',1,153.760574,1
712,'2018/04/02 10:01:57:206',1,157.528961,1
713,'2018/04/02 10:01:57:240',1,161.40892,1
714,'2018/04/02 10:01:57:273',1,165.122818,1
715,'2018/04/02 10:01:57:306',1,168.209167,1
716,'2018/04/02 10:01:57:336',1,170.860779,1
717,'2018/04/02 10:01:57:370',1,172.686951,1
718,'2018/04/02 10:01:57:402',1,171.927292,1
719,'2018/04/02 10:01:57:434',1,172.568863,1
720,'2018/04/02 10:01:57:464',1,172.222488,1
721,'2018/04/02 10:01:57:495',1,170.515106,1
722,'2018/04/02 10:01:57:527',1,170.323074,1
723,'2018/04/02 10:01:57:576',1,170.398026,1
724,'2018/04/02 10:01:57:610',1,171.892792,1
725,'2018/04/02 10:01:57:643',1,172.905075,1
726,'2018/04/02 10:01:57:677',1,172.036224,1
727,'2018/04/02 10:01:57:710',1,172.031754,1
728,'2018/04/02 10:01:57:740',1,174.394638,1
729,'2018/04/02 10:01:57:772',1,176.175888,1
730,'2018/04/02 10:01:57:803',1,176.852829,1
731,'2018/04/02 10:01:57:838',1,176.906967,1
732,'2018/04/02 10:01:57:868',1,178.188354,1
733,'2018/04/02 10:01:57:895',1,178.751205,1
734,'2018/04/02 10:01:57:927',1,179.545517,1
735,'2018/04/02 10:01:57:975',1,179.622971,1
736,'2018/04/02 10:01:58:009',1,178.988953,1
737,'2018/04/02 10:01:58:040',1,177.785858,1
738,'2018/04/02 10:01:58:072',1,178.081085,1
739,'2018/04/02 10:01:58:105',1,178.424103,1
740,'2018/04/02 10:01:58:136',1,178.59227,1
741,'2018/04/02 10:01:58:169',1,178.880035,1
742,'2018/04/02 10:01:58:201',1,176.572159,1
743,'2018/04/02 10:01:58:233',1,175.100311,1
744,'2018/04/02 10:01:58:264',1,174.361206,1
745,'2018/04/02 10:01:58:294',1,172.802963,1
746,'2018/04/02 10:01:58:326',1,170.49054,1
747,'2018/04/02 10:01:58:374',1,169.277908,1
748,'2018/04/02 10:01:58:409',1,167.299271,1
749,'2018/04/02 10:01:58:440',1,165.683121,1
750,'2018/04/02 10:01:58:472',1,165.958633,1
751,'2018/04/02 10:01:58:504',1,165.746231,1
752,'2018/04/02 10:01:58:536',1,165.715088,1
753,'2018/04/02 10:01:58:569',1,166.105225,1
754,'2018/04/02 10:01:58:602',1,166.774536,1
755,'2018/04/02 10:01:58:633',1,166.971542,1
756,'2018/04/02 10:01:58:664',1,167.965179,1
757,'2018/04/02 10:01:58:695',1,170.312744,1
758,'2018/04/02 10:01:58:743',1,171.390625,1
759,'2018/04/02 10:01:58:775',1,171.882172,1
760,'2018/04/02 10:01:58:807',1,171.936798,1
761,'2018/04/02 10:01:58:840',1,171.450302,1
762,'2018/04/02 10:01:58:872',1,171.062866,1
763,'2018/04/02 10:01:58:904',1,170.435226,1
764,'2018/04/02 10:01:58:937',1,170.770966,1
765,'2018/04/02 10:01:58:969',1,170.933456,1
766,'2018/04/02 10:01:59:001',1,171.128571,1
767,'2018/04/02 10:01:59:031',1,171.261932,1
768,'2018/04/02 10:01:59:063',1,171.576447,1
769,'2018/04/02 10:01:59:098',1,170.332077,1
770,'2018/04/02 10:01:59:146',1,169.428421,1
771,'2018/04/02 10:01:59:178',1,170.146667,1
772,'2018/04/02 10:01:59:211',1,169.534195,1
773,'2018/04/02 10:01:59:242',1,170.132446,1
774,'2018/04/02 10:01:59:279',1,169.855743,1
775,'2018/04/02 10:01:59:307',1,169.747864,1
776,'2018/04/02 10:01:59:341',1,168.748993,1
777,'2018/04/02 10:01:59:372',1,169.088379,1
778,'2018/04/02 10:01:59:404',1,167.801666,1
779,'2018/04/02 10:01:59:438',1,168.006912,1
780,'2018/04/02 10:01:59:469',1,169.192596,1
781,'2018/04/02 10:01:59:496',1,169.18634,1
782,'2018/04/02 10:01:59:543',1,167.551117,1
783,'2018/04/02 10:01:59:576',1,168.112137,1
784,'2018/04/02 10:01:59:608',1,169.065735,1
785,'2018/04/02 10:01:59:640',1,169.098785,1
786,'2018/04/02 10:01:59:673',1,170.91478,1
787,'2018/04/02 10:01:59:705',1,171.947693,1
788,'2018/04/02 10:01:59:743',1,173.277252,1
789,'2018/04/02 10:01:59:774',1,172.97467,1
790,'2018/04/02 10:01:59:803',1,172.103485,1
791,'2018/04/02 10:01:59:834',1,172.395523,1
792,'2018/04/02 10:01:59:863',1,173.6642,1
793,'2018/04/02 10:01:59:913',1,173.538208,1
794,'2018/04/02 10:01:59:944',1,173.01683,1
795,'2018/04/02 10:01:59:976',1,172.9375,1
796,'2018/04/02 10:02:00:012',1,173.02153,1
797,'2018/04/02 10:02:00:040',1,173.524933,1
798,'2018/04/02 10:02:00:077',1,172.923523,1
799,'2018/04/02 10:02:00:106',1,172.696335,1
800,'2018/04/02 10:02:00:137',1,171.706192,1
801,'2018/04/02 10:02:00:169',1,171.246323,1
802,'2018/04/02 10:02:00:201',1,171.843933,1
803,'2018/04/02 10:02:00:231',1,171.96434,1
804,'2018/04/02 10:02:00:264',1,172.03688,1
805,'2018/04/02 10:02:00:313',1,172.725937,1
806,'2018/04/02 10:02:00:343',1,171.889206,1
807,'2018/04/02 10:02:00:378',1,171.97493,1
808,'2018/04/02 10:02:00:409',1,171.206451,1
809,'2018/04/02 10:02:00:441',1,170.44664,1
810,'2018/04/02 10:02:00:476',1,169.523407,1
811,'2018/04/02 10:02:00:505',1,170.715057,1
812,'2018/04/02 10:02:00:537',1,171.238571,1
813,'2018/04/02 10:02:00:573',1,170.342499,1
814,'2018/04/02 10:02:00:601',1,169.872375,1
815,'2018/04/02 10:02:00:632',1,169.51683,1
816,'2018/04/02 10:02:00:665',1,169.012344,1
817,'2018/04/02 10:02:00:712',1,169.734818,1
818,'2018/04/02 10:02:00:743',1,171.333527,1
819,'2018/04/02 10:02:00:776',1,171.370087,1
820,'2018/04/02 10:02:00:811',1,170.109207,1
821,'2018/04/02 10:02:00:843',1,169.563843,1
822,'2018/04/02 10:02:00:874',1,168.024933,1
823,'2018/04/02 10:02:00:906',1,167.49675,1
824,'2018/04/02 10:02:00:940',1,168.091507,1
825,'2018/04/02 10:02:00:971',1,168.507965,1
826,'2018/04/02 10:02:01:004',1,167.692947,1
827,'2018/04/02 10:02:01:035',1,166.946518,1
828,'2018/04/02 10:02:01:067',1,167.153534,1
829,'2018/04/02 10:02:01:113',1,167.313065,1
830,'2018/04/02 10:02:01:146',1,166.45369,1
831,'2018/04/02 10:02:01:184',1,167.11116,1
832,'2018/04/02 10:02:01:216',1,167.408997,1
833,'2018/04/02 10:02:01:245',1,167.772583,1
834,'2018/04/02 10:02:01:274',1,167.631042,1
835,'2018/04/02 10:02:01:305',1,167.399658,1
836,'2018/04/02 10:02:01:338',1,167.322266,1
837,'2018/04/02 10:02:01:370',1,167.161499,1
838,'2018/04/02 10:02:01:401',1,167.244934,1
839,'2018/04/02 10:02:01:431',1,166.786331,1
840,'2018/04/02 10:02:01:479',1,165.952042,1
841,'2018/04/02 10:02:01:512',1,165.192078,1
842,'2018/04/02 10:02:01:552',1,164.331161,1
843,'2018/04/02 10:02:01:581',1,164.52533,1
844,'2018/04/02 10:02:01:609',1,164.603714,1
845,'2018/04/02 10:02:01:640',1,165.472717,1
846,'2018/04/02 10:02:01:681',1,165.444794,1
847,'2018/04/02 10:02:01:711',1,166.173798,1
848,'2018/04/02 10:02:01:739',1,165.92128,1
849,'2018/04/02 10:02:01:777',1,166.385345,1
850,'2018/04/02 10:02:01:805',1,166.681824,1
851,'2018/04/02 10:02:01:838',1,166.843674,1
852,'2018/04/02 10:02:01:884',1,167.085495,1
853,'2018/04/02 10:02:01:919',1,167.083664,1
854,'2018/04/02 10:02:01:948',1,168.510651,1
855,'2018/04/02 10:02:01:980',1,169.189804,1
856,'2018/04/02 10:02:02:011',1,169.317841,1
857,'2018/04/02 10:02:02:045',1,170.083252,1
858,'2018/04/02 10:02:02:075',1,170.562866,1
859,'2018/04/02 10:02:02:109',1,170.21106,1
860,'2018/04/02 10:02:02:142',1,169.798309,1
861,'2018/04/02 10:02:02:175',1,168.772644,1
862,'2018/04/02 10:02:02:205',1,169.07695,1
863,'2018/04/02 10:02:02:238',1,169.908432,1
864,'2018/04/02 10:02:02:285',1,169.039856,1
865,'2018/04/02 10:02:02:315',1,168.041367,1
866,'2018/04/02 10:02:02:347',1,167.670486,1
867,'2018/04/02 10:02:02:401',1,167.204727,1
868,'2018/04/02 10:02:02:425',1,165.306091,1
869,'2018/04/02 10:02:02:452',1,165.390305,1
870,'2018/04/02 10:02:02:477',1,164.477539,1
871,'2018/04/02 10:02:02:508',1,164.902695,1
872,'2018/04/02 10:02:02:541',1,163.495667,1
873,'2018/04/02 10:02:02:571',1,162.727905,1
874,'2018/04/02 10:02:02:604',1,162.873444,1
875,'2018/04/02 10:02:02:652',1,162.748215,1
876,'2018/04/02 10:02:02:680',1,162.691422,1
877,'2018/04/02 10:02:02:713',1,162.958908,1
878,'2018/04/02 10:02:02:748',1,163.388062,1
879,'2018/04/02 10:02:02:778',1,162.742264,1
880,'2018/04/02 10:02:02:812',1,163.024521,1
881,'2018/04/02 10:02:02:843',1,163.091812,1
882,'2018/04/02 10:02:02:876',1,163.662628,1
883,'2018/04/02 10:02:02:909',1,163.822784,1
884,'2018/04/02 10:02:02:945',1,164.25885,1
885,'2018/04/02 10:02:02:981',1,164.058838,1
886,'2018/04/02 10:02:03:006',1,164.257416,1
887,'2018/04/02 10:02:03:050',1,164.530853,1
888,'2018/04/02 10:02:03:084',1,164.144394,1
889,'2018/04/02 10:02:03:116',1,163.545242,1
890,'2018/04/02 10:02:03:146',1,163.94603,1
891,'2018/04/02 10:02:03:179',1,163.484833,1
892,'2018/04/02 10:02:03:211',1,163.077484,1
893,'2018/04/02 10:02:03:241',1,163.62825,1
894,'2018/04/02 10:02:03:275',1,163.61647,1
895,'2018/04/02 10:02:03:305',1,163.236847,1
896,'2018/04/02 10:02:03:338',1,164.428589,1
897,'2018/04/02 10:02:03:377',1,163.568863,1
898,'2018/04/02 10:02:03:405',1,162.786194,1
899,'2018/04/02 10:02:03:452',1,162.643631,1
900,'2018/04/02 10:02:03:483',1,161.546692,1
901,'2018/04/02 10:02:03:515',1,161.460999,1
902,'2018/04/02 10:02:03:554',1,161.384949,1
903,'2018/04/02 10:02:03:580',1,162.159317,1
904,'2018/04/02 10:02:03:613',1,161.906982,1
905,'2018/04/02 10:02:03:643',1,161.765594,1
906,'2018/04/02 10:02:03:676',1,162.421097,1
907,'2018/04/02 10:02:03:707',1,162.10968,1
908,'2018/04/02 10:02:03:739',1,163.073578,1
909,'2018/04/02 10:02:03:773',1,163.6772,1
910,'2018/04/02 10:02:03:819',1,163.495712,1
911,'2018/04/02 10:02:03:848',1,162.47084,1
912,'2018/04/02 10:02:03:880',1,162.219543,1
913,'2018/04/02 10:02:03:914',1,161.99353,1
914,'2018/04/02 10:02:03:950',1,161.967163,1
915,'2018/04/02 10:02:03:982',1,161.948318,1
916,'2018/04/02 10:02:04:014',1,162.360519,1
917,'2018/04/02 10:02:04:047',1,162.749496,1
918,'2018/04/02 10:02:04:086',1,162.572433,1
919,'2018/04/02 10:02:04:128',1,162.86998,1
920,'2018/04/02 10:02:04:164',1,162.665695,1
921,'2018/04/02 10:02:04:189',1,162.880951,1
922,'2018/04/02 10:02:04:224',1,162.941544,1
923,'2018/04/02 10:02:04:254',1,162.78923,1
924,'2018/04/02 10:02:04:286',1,162.465469,1
925,'2018/04/02 10:02:04:316',1,163.881989,1
926,'2018/04/02 10:02:04:351',1,163.42662,1
927,'2018/04/02 10:02:04:381',1,163.535431,1
928,'2018/04/02 10:02:04:414',1,163.222046,1
929,'2018/04/02 10:02:04:445',1,163.656235,1
930,'2018/04/02 10:02:04:477',1,164.201569,1
931,'2018/04/02 10:02:04:507',1,163.87767,1
932,'2018/04/02 10:02:04:541',1,163.354248,1
933,'2018/04/02 10:02:04:573',1,162.504578,1
934,'2018/04/02 10:02:04:622',1,162.45166,1
935,'2018/04/02 10:02:04:655',1,162.713791,1
936,'2018/04/02 10:02:04:685',1,163.031586,1
937,'2018/04/02 10:02:04:715',1,163.011734,1
938,'2018/04/02 10:02:04:744',1,163.195648,1
939,'2018/04/02 10:02:45:626',2,64.621582,2
940,'2018/04/02 10:02:45:659',2,64.5569,2
941,'2018/04/02 10:02:45:692',2,64.552765,2
942,'2018/04/02 10:02:45:723',2,64.832581,2
943,'2018/04/02 10:02:45:762',2,64.891312,2
944,'2018/04/02 10:02:45:795',2,64.49707,2
945,'2018/04/02 10:02:45:825',2,63.879478,2
946,'2018/04/02 10:02:45:858',2,62.438473,2
947,'2018/04/02 10:02:45:885',2,61.788406,2
948,'2018/04/02 10:02:45:917',2,61.782963,2
949,'2018/04/02 10:02:45:949',2,62.25758,2
950,'2018/04/02 10:02:45:996',2,63.085453,2
951,'2018/04/02 10:02:46:030',2,63.732525,2
952,'2018/04/02 10:02:46:061',2,63.800301,2
953,'2018/04/02 10:02:46:094',2,64.196518,2
954,'2018/04/02 10:02:46:126',2,64.435631,2
955,'2018/04/02 10:02:46:159',2,65.489212,2
956,'2018/04/02 10:02:46:189',2,64.829323,2
957,'2018/04/02 10:02:46:220',2,65.154518,2
958,'2018/04/02 10:02:46:252',2,65.26622,2
959,'2018/04/02 10:02:46:285',2,65.788025,2
960,'2018/04/02 10:02:46:316',2,65.282845,2
961,'2018/04/02 10:02:46:363',2,66.737526,2
962,'2018/04/02 10:02:46:396',2,66.740204,2
963,'2018/04/02 10:02:46:431',2,67.718262,2
964,'2018/04/02 10:02:46:461',2,66.592094,2
965,'2018/04/02 10:02:46:494',2,67.03315,2
966,'2018/04/02 10:02:46:526',2,67.390106,2
967,'2018/04/02 10:02:46:563',2,67.711006,2
968,'2018/04/02 10:02:46:596',2,68.054054,2
969,'2018/04/02 10:02:46:621',2,68.189903,2
970,'2018/04/02 10:02:46:652',2,68.205948,2
971,'2018/04/02 10:02:46:686',2,69.558968,2
972,'2018/04/02 10:02:46:719',2,70.188103,2
973,'2018/04/02 10:02:46:764',2,70.644539,2
974,'2018/04/02 10:02:46:805',2,71.257935,2
975,'2018/04/02 10:02:46:833',2,72.185272,2
976,'2018/04/02 10:02:46:862',2,72.480141,2
977,'2018/04/02 10:02:46:894',2,73.320663,2
978,'2018/04/02 10:02:46:927',2,73.46376,2
979,'2018/04/02 10:02:46:959',2,74.228348,2
980,'2018/04/02 10:02:46:986',2,74.929832,2
981,'2018/04/02 10:02:47:018',2,75.586594,2
982,'2018/04/02 10:02:47:050',2,75.081993,2
983,'2018/04/02 10:02:47:083',2,75.15892,2
984,'2018/04/02 10:02:47:117',2,75.344009,2
985,'2018/04/02 10:02:47:167',2,75.528549,2
986,'2018/04/02 10:02:47:197',2,75.143761,2
987,'2018/04/02 10:02:47:231',2,74.747589,2
988,'2018/04/02 10:02:47:261',2,72.814362,2
989,'2018/04/02 10:02:47:290',2,71.220078,2
990,'2018/04/02 10:02:47:322',2,71.418015,2
991,'2018/04/02 10:02:47:356',2,72.207535,2
992,'2018/04/02 10:02:47:389',2,72.958748,2
993,'2018/04/02 10:02:47:424',2,73.729485,2
994,'2018/04/02 10:02:47:453',2,73.227211,2
995,'2018/04/02 10:02:47:488',2,73.252426,2
996,'2018/04/02 10:02:47:533',2,73.334793,2
997,'2018/04/02 10:02:47:563',2,74.060928,2
998,'2018/04/02 10:02:47:598',2,74.352318,2
999,'2018/04/02 10:02:47:631',2,73.342194,2
1000,'2018/04/02 10:02:47:667',2,73.66214,2
1001,'2018/04/02 10:02:47:694',2,73.550529,2
1002,'2018/04/02 10:02:47:767',2,73.564049,2
1003,'2018/04/02 10:02:47:801',2,73.861015,2
1004,'2018/04/02 10:02:47:819',2,74.111389,2
1005,'2018/04/02 10:02:47:837',2,73.764473,2
1006,'2018/04/02 10:02:47:854',2,73.734474,2
1007,'2018/04/02 10:02:47:886',2,73.512779,2
1008,'2018/04/02 10:02:47:934',2,73.170853,2
1009,'2018/04/02 10:02:47:965',2,72.455452,2
1010,'2018/04/02 10:02:48:000',2,71.517632,2
1011,'2018/04/02 10:02:48:032',2,71.002312,2
1012,'2018/04/02 10:02:48:064',2,69.366867,2
1013,'2018/04/02 10:02:48:096',2,67.275444,2
1014,'2018/04/02 10:02:48:129',2,66.074768,2
1015,'2018/04/02 10:02:48:161',2,64.894257,2
1016,'2018/04/02 10:02:48:193',2,65.519188,2
1017,'2018/04/02 10:02:48:222',2,65.808067,2
